:START_ID(Person),rank:int,:END_ID(Person)
3222, 6, 9206
3222, 7, 4445
3223, 0, 7221
3223, 1, 2266
3223, 2, 7718
3223, 3, 4404
3224, 0, 979
3225, 0, 7360
3225, 1, 3898
3225, 2, 1904
3225, 3, 2183
3225, 4, 778
3225, 5, 346
3225, 6, 2280
3226, 0, 757
3226, 1, 3264
3226, 2, 7328
3226, 3, 3613
3226, 4, 8255
3226, 5, 1871
3227, 0, 1555
3228, 0, 175
3228, 1, 1603
3228, 2, 6367
3228, 3, 3152
3228, 4, 2779
3229, 0, 4287
3229, 1, 587
3229, 2, 1671
3229, 3, 8474
3229, 4, 885
3229, 5, 5298
3229, 6, 5239
3230, 0, 2643
3230, 1, 2040
3230, 2, 2010
3230, 3, 781
3230, 4, 3201
3230, 5, 1671
3231, 0, 4530
3231, 1, 2044
3231, 2, 2264
3231, 3, 5686
3231, 4, 9087
3232, 0, 9364
3232, 1, 4401
3233, 0, 7217
3233, 1, 2681
3233, 2, 9103
3233, 3, 926
3233, 4, 7806
3234, 0, 919
3234, 1, 3018
3234, 2, 2725
3234, 3, 1507
3235, 0, 1123
3235, 1, 3904
3235, 2, 8340
3235, 3, 3338
3235, 4, 2939
3235, 5, 5214
3235, 6, 6077
3235, 7, 5602
3235, 8, 8279
3236, 0, 7280
3236, 1, 1393
3236, 2, 4138
3236, 3, 8045
3236, 4, 8560
3237, 0, 3647
3237, 1, 6661
3237, 2, 4322
3237, 3, 1766
3237, 4, 2988
3237, 5, 3562
3237, 6, 8919
3237, 7, 1510
3237, 8, 2460
3238, 0, 4203
3238, 1, 5939
3238, 2, 5984
3239, 0, 771
3240, 0, 2924
3240, 1, 8456
3240, 2, 2225
3240, 3, 7836
3240, 4, 792
3241, 0, 6121
3241, 1, 3499
3241, 2, 1439
3241, 3, 1722
3241, 4, 1181
3242, 0, 5620
3242, 1, 9489
3242, 2, 9676
3242, 3, 5348
3242, 4, 7080
3243, 0, 8071
3243, 1, 9777
3243, 2, 6344
3244, 0, 840
3244, 1, 8698
3244, 2, 6104
3244, 3, 4307
3244, 4, 1185
3244, 5, 958
3244, 6, 8246
3244, 7, 2999
3244, 8, 8383
3245, 0, 8635
3245, 1, 7666
3245, 2, 8005
3245, 3, 6970
3246, 0, 8263
3246, 1, 5563
3246, 2, 2990
3246, 3, 3282
3246, 4, 3735
3246, 5, 7469
3247, 0, 9287
3247, 1, 9618
3247, 2, 5444
3247, 3, 8680
3248, 0, 206
3248, 1, 2374
3248, 2, 6184
3249, 0, 9283
3249, 1, 5877
3249, 2, 8593
3250, 0, 8035
3251, 0, 106
3251, 1, 1432
3251, 2, 9235
3251, 3, 770
3251, 4, 3316
3251, 5, 837
3251, 6, 8453
3251, 7, 7301
3252, 0, 2285
3252, 1, 4834
3252, 2, 4591
3252, 3, 9407
3252, 4, 9954
3252, 5, 7564
3252, 6, 658
3252, 7, 7126
3252, 8, 4564
3253, 0, 4511
3253, 1, 6432
3253, 2, 9436
3253, 3, 3219
3254, 0, 9961
3254, 1, 1726
3254, 2, 5999
3254, 3, 514
3254, 4, 7804
3255, 0, 1306
3256, 0, 6582
3256, 1, 3349
3256, 2, 5637
3256, 3, 492
3256, 4, 190
3256, 5, 158
3256, 6, 1597
3257, 0, 2533
3257, 1, 2559
3257, 2, 3903
3257, 3, 1141
3257, 4, 2079
3258, 0, 8103
3258, 1, 2247
3258, 2, 3833
3258, 3, 6266
3258, 4, 18
3258, 5, 2665
3258, 6, 1105
3258, 7, 6192
3259, 0, 6866
3259, 1, 5369
3259, 2, 149
3259, 3, 3849
3259, 4, 8059
3259, 5, 9171
3259, 6, 7816
3259, 7, 4054
3260, 0, 3606
3260, 1, 2043
3260, 2, 2719
3260, 3, 9765
3260, 4, 3613
3260, 5, 931
3260, 6, 9090
3260, 7, 4235
3260, 8, 2818
3261, 0, 3294
3261, 1, 7719
3261, 2, 164
3261, 3, 9273
3261, 4, 3805
3261, 5, 5374
3261, 6, 9969
3261, 7, 1463
3262, 0, 1149
3262, 1, 7372
3262, 2, 471
3262, 3, 9262
3262, 4, 2912
3263, 0, 3213
3263, 1, 9006
3263, 2, 5953
3263, 3, 7765
3263, 4, 8338
3263, 5, 1887
3264, 0, 732
3264, 1, 947
3264, 2, 7333
3264, 3, 7714
3264, 4, 4735
3264, 5, 3459
3265, 0, 6275
3265, 1, 7579
3265, 2, 9096
3265, 3, 6716
3265, 4, 6960
3265, 5, 7349
3265, 6, 2916
3266, 0, 8496
3266, 1, 7039
3266, 2, 1094
3266, 3, 7304
3266, 4, 8655
3266, 5, 3588
3266, 6, 4803
3267, 0, 5040
3267, 1, 3395
3267, 2, 6722
3267, 3, 586
3267, 4, 4642
3267, 5, 923
3267, 6, 5889
3268, 0, 1433
3268, 1, 7229
3268, 2, 6838
3269, 0, 2915
3269, 1, 1130
3269, 2, 5352
3269, 3, 9442
3269, 4, 922
3269, 5, 1
3270, 0, 9476
3270, 1, 1287
3270, 2, 9110
3270, 3, 5249
3270, 4, 5948
3270, 5, 4796
3270, 6, 8728
3270, 7, 5934
3270, 8, 2546
3271, 0, 8753
3271, 1, 1522
3271, 2, 3157
3271, 3, 8913
3271, 4, 3962
3272, 0, 4013
3272, 1, 848
3272, 2, 1114
3272, 3, 3943
3272, 4, 7145
3273, 0, 3321
3273, 1, 8796
3273, 2, 589
3273, 3, 6982
3273, 4, 9998
3273, 5, 5682
3274, 0, 6339
3274, 1, 3112
3274, 2, 2882
3274, 3, 4050
3274, 4, 6866
3274, 5, 5409
3274, 6, 1786
3274, 7, 5048
3275, 0, 5331
3275, 1, 5045
3275, 2, 8926
3275, 3, 4822
3275, 4, 4168
3275, 5, 1043
3276, 0, 836
3276, 1, 5855
3276, 2, 689
3276, 3, 4350
3276, 4, 8174
3277, 0, 2145
3278, 0, 8018
3278, 1, 829
3278, 2, 4410
3278, 3, 9157
3279, 0, 858
3279, 1, 1139
3279, 2, 6854
3279, 3, 8719
3279, 4, 2034
3279, 5, 2608
3279, 6, 9653
3280, 0, 4491
3280, 1, 9001
3280, 2, 6545
3280, 3, 3268
3280, 4, 4007
3281, 0, 7340
3281, 1, 8804
3281, 2, 8850
3281, 3, 5509
3281, 4, 7360
3281, 5, 2685
3281, 6, 8539
3282, 0, 1182
3282, 1, 4101
3282, 2, 5305
3282, 3, 8615
3282, 4, 8332
3282, 5, 3612
3282, 6, 8271
3283, 0, 652
3283, 1, 2170
3283, 2, 5815
3283, 3, 467
3283, 4, 6560
3284, 0, 6821
3284, 1, 3213
3284, 2, 8352
3284, 3, 7763
3284, 4, 9322
3284, 5, 82
3285, 0, 3449
3285, 1, 696
3285, 2, 7042
3285, 3, 1659
3285, 4, 3193
3285, 5, 7382
3285, 6, 3312
3285, 7, 7321
3286, 0, 3292
3286, 1, 9990
3286, 2, 1064
3286, 3, 9475
3287, 0, 402
3287, 1, 2744
3288, 0, 8944
3288, 1, 1538
3289, 0, 9555
3289, 1, 8674
3289, 2, 5487
3289, 3, 4333
3289, 4, 6474
3289, 5, 7125
3289, 6, 8189
3289, 7, 8624
3289, 8, 4092
3289, 9, 1734
3290, 0, 409
3291, 0, 1550
3291, 1, 7598
3291, 2, 7346
3291, 3, 6568
3291, 4, 195
3291, 5, 9526
3292, 0, 9267
3292, 1, 7094
3292, 2, 76
3292, 3, 1404
3292, 4, 3820
3292, 5, 5462
3292, 6, 9822
3292, 7, 5142
3293, 0, 8718
3293, 1, 118
3293, 2, 2826
3293, 3, 838
3293, 4, 2335
3293, 5, 870
3294, 0, 8639
3294, 1, 0
3294, 2, 5367
3294, 3, 990
3294, 4, 7974
3294, 5, 7032
3295, 0, 1026
3295, 1, 8244
3295, 2, 2989
3295, 3, 8408
3296, 0, 8548
3296, 1, 1539
3296, 2, 9931
3296, 3, 8948
3296, 4, 1139
3296, 5, 339
3296, 6, 2172
3297, 0, 3723
3297, 1, 7999
3297, 2, 7797
3297, 3, 5618
3298, 0, 9573
3298, 1, 5251
3298, 2, 3376
3298, 3, 3641
3298, 4, 9521
3298, 5, 5513
3299, 0, 3252
3299, 1, 5404
3299, 2, 6636
3299, 3, 8498
3299, 4, 9911
3299, 5, 4877
3299, 6, 6010
3299, 7, 3425
3300, 0, 6576
3300, 1, 5757
3300, 2, 535
3300, 3, 7434
3300, 4, 2444
3300, 5, 5147
3300, 6, 2546
3301, 0, 5644
3301, 1, 6104
3301, 2, 8368
3301, 3, 9709
3301, 4, 5850
3301, 5, 8978
3301, 6, 5359
3301, 7, 1558
3301, 8, 990
3301, 9, 8679
3302, 0, 3862
3302, 1, 4678
3302, 2, 7086
3302, 3, 7040
3302, 4, 9900
3302, 5, 2411
3302, 6, 9105
3302, 7, 819
3303, 0, 6993
3303, 1, 9026
3303, 2, 3093
3303, 3, 3770
3304, 0, 3913
3304, 1, 3967
3304, 2, 7618
3304, 3, 6274
3304, 4, 2218
3304, 5, 9751
3304, 6, 1371
3305, 0, 1656
3305, 1, 4706
3305, 2, 9007
3305, 3, 9516
3305, 4, 4621
3305, 5, 5871
3306, 0, 2587
3306, 1, 7746
3306, 2, 2516
3306, 3, 7604
3306, 4, 164
3307, 0, 508
3307, 1, 8327
3307, 2, 6229
3307, 3, 3872
3307, 4, 182
3307, 5, 6623
3308, 0, 6714
3308, 1, 7156
3308, 2, 1341
3308, 3, 4155
3308, 4, 2207
3308, 5, 7709
3309, 0, 3898
3309, 1, 259
3309, 2, 4668
3309, 3, 3473
3310, 0, 3063
3310, 1, 4196
3310, 2, 8419
3311, 0, 4750
3311, 1, 3401
3311, 2, 8515
3311, 3, 1513
3311, 4, 2401
3311, 5, 5907
3311, 6, 8235
3311, 7, 2042
3311, 8, 4693
3312, 0, 776
3312, 1, 5964
3312, 2, 3076
3312, 3, 6387
3312, 4, 834
3313, 0, 1058
3313, 1, 6375
3313, 2, 1904
3313, 3, 6836
3313, 4, 8804
3313, 5, 2684
3313, 6, 1126
3313, 7, 4983
3313, 8, 4319
3314, 0, 2464
3314, 1, 7304
3314, 2, 8204
3315, 0, 2347
3315, 1, 8196
3315, 2, 1191
3316, 0, 6229
3316, 1, 1286
3316, 2, 4277
3316, 3, 107
3316, 4, 7487
3316, 5, 2546
3316, 6, 3251
3316, 7, 5958
3317, 0, 152
3318, 0, 9228
3318, 1, 5807
3318, 2, 3436
3318, 3, 484
3318, 4, 8972
3318, 5, 2435
3318, 6, 8518
3319, 0, 6572
3319, 1, 8437
3319, 2, 5904
3320, 0, 7268
3320, 1, 7346
3320, 2, 5447
3320, 3, 6554
3320, 4, 8950
3321, 0, 1147
3321, 1, 3827
3321, 2, 8610
3321, 3, 304
3322, 0, 6728
3322, 1, 3301
3323, 0, 5384
3324, 0, 8391
3324, 1, 8331
3324, 2, 2950
3324, 3, 7367
3324, 4, 8567
3324, 5, 2778
3324, 6, 6242
3325, 0, 1
3325, 1, 830
3325, 2, 6081
3325, 3, 1087
3325, 4, 4252
3325, 5, 2013
3326, 0, 753
3326, 1, 911
3326, 2, 7103
3326, 3, 1644
3326, 4, 45
3327, 0, 5136
3327, 1, 7197
3327, 2, 1556
3327, 3, 77
3327, 4, 8278
3327, 5, 3834
3327, 6, 6555
3327, 7, 2506
3327, 8, 2919
3327, 9, 4292
3328, 0, 9484
3328, 1, 2152
3328, 2, 5212
3328, 3, 6252
3328, 4, 2651
3328, 5, 4209
3329, 0, 7436
3329, 1, 3902
3329, 2, 3360
3329, 3, 6412
3329, 4, 5540
3329, 5, 1049
3329, 6, 7098
3329, 7, 8762
3329, 8, 7049
3329, 9, 1409
3329, 10, 3174
3330, 0, 1030
3330, 1, 6413
3330, 2, 8732
3330, 3, 7045
3330, 4, 131
3331, 0, 9679
3331, 1, 6985
3331, 2, 2257
3331, 3, 9108
3332, 0, 2070
3332, 1, 2816
3333, 0, 4247
3333, 1, 1657
3333, 2, 1827
3333, 3, 7739
3333, 4, 9225
3334, 0, 8636
3334, 1, 1202
3335, 0, 6155
3335, 1, 491
3335, 2, 5376
3335, 3, 9575
3335, 4, 5591
3335, 5, 2619
3335, 6, 5065
3335, 7, 940
3336, 0, 657
3337, 0, 2169
3337, 1, 929
3337, 2, 328
3337, 3, 3206
3337, 4, 2444
3338, 0, 2638
3338, 1, 7384
3338, 2, 4460
3338, 3, 9356
3339, 0, 3811
3339, 1, 3095
3339, 2, 9210
3339, 3, 3009
3339, 4, 3955
3339, 5, 2912
3339, 6, 3446
3340, 0, 9767
3340, 1, 5777
3340, 2, 3340
3340, 3, 3942
3340, 4, 6100
3341, 0, 921
3341, 1, 7700
3341, 2, 1439
3342, 0, 4822
3342, 1, 980
3342, 2, 8311
3342, 3, 2658
3342, 4, 2907
3342, 5, 4699
3343, 0, 9806
3343, 1, 1555
3343, 2, 8035
3343, 3, 1955
3343, 4, 9262
3343, 5, 2941
3343, 6, 8221
3344, 0, 3833
3344, 1, 1933
3344, 2, 1969
3344, 3, 9230
3344, 4, 9064
3344, 5, 7985
3344, 6, 2043
3344, 7, 4616
3345, 0, 9708
3345, 1, 1351
3345, 2, 3428
3346, 0, 368
3346, 1, 4694
3346, 2, 2504
3346, 3, 1335
3346, 4, 2491
3346, 5, 7169
3347, 0, 3750
3347, 1, 8869
3347, 2, 9195
3347, 3, 7128
3347, 4, 917
3347, 5, 1420
3347, 6, 9628
3347, 7, 4133
3347, 8, 6838
3347, 9, 4180
3348, 0, 346
3348, 1, 1447
3348, 2, 8874
3348, 3, 2544
3348, 4, 2357
3348, 5, 8270
3348, 6, 7391
3349, 0, 4546
3349, 1, 655
3349, 2, 9351
3349, 3, 7249
3349, 4, 6293
3349, 5, 5831
3350, 0, 3141
3350, 1, 89
3350, 2, 3568
3350, 3, 8299
3351, 0, 1907
3351, 1, 7476
3351, 2, 3026
3351, 3, 4944
3351, 4, 1889
3351, 5, 6323
3352, 0, 5274
3352, 1, 2814
3352, 2, 6806
3352, 3, 9338
3352, 4, 1641
3352, 5, 7831
3353, 0, 8279
3353, 1, 791
3354, 0, 1470
3354, 1, 2072
3355, 0, 2254
3355, 1, 9086
3355, 2, 4832
3356, 0, 3447
3356, 1, 2746
3356, 2, 9240
3356, 3, 7247
3356, 4, 1424
3356, 5, 2082
3357, 0, 3341
3357, 1, 9820
3357, 2, 5222
3357, 3, 6079
3357, 4, 1239
3357, 5, 4863
3357, 6, 1412
3358, 0, 7223
3358, 1, 6760
3358, 2, 7955
3358, 3, 8160
3358, 4, 8889
3358, 5, 9350
3359, 0, 527
3359, 1, 2352
3359, 2, 503
3359, 3, 3034
3359, 4, 857
3360, 0, 394
3360, 1, 4141
3360, 2, 9758
3360, 3, 9914
3360, 4, 3329
3360, 5, 5784
3360, 6, 3895
3360, 7, 5091
3360, 8, 2067
3360, 9, 1000
3361, 0, 575
3361, 1, 6646
3361, 2, 980
3361, 3, 2637
3362, 0, 1084
3362, 1, 3595
3362, 2, 2557
3362, 3, 6777
3362, 4, 261
3363, 0, 5928
3363, 1, 1119
3363, 2, 824
3363, 3, 1995
3363, 4, 4488
3363, 5, 5539
3364, 0, 796
3364, 1, 155
3364, 2, 3697
3364, 3, 2885
3364, 4, 3290
3364, 5, 6506
3364, 6, 7315
3365, 0, 1309
3365, 1, 2529
3365, 2, 8011
3365, 3, 8106
3365, 4, 5623
3365, 5, 2415
3366, 0, 2889
3366, 1, 9312
3366, 2, 6385
3366, 3, 9036
3366, 4, 7103
3366, 5, 8818
3366, 6, 1162
3367, 0, 3091
3367, 1, 6393
3367, 2, 2313
3367, 3, 9818
3367, 4, 6329
3367, 5, 7247
3367, 6, 3388
3367, 7, 7472
3368, 0, 7793
3368, 1, 9467
3368, 2, 6465
3368, 3, 5245
3368, 4, 5657
3368, 5, 4922
3368, 6, 9656
3369, 0, 6150
3369, 1, 5441
3369, 2, 2216
3369, 3, 1330
3369, 4, 5888
3369, 5, 499
3369, 6, 3559
3370, 0, 4283
3370, 1, 8516
3370, 2, 7703
3370, 3, 8756
3370, 4, 1749
3370, 5, 490
3370, 6, 9217
3371, 0, 7830
3371, 1, 1771
3371, 2, 7209
3371, 3, 6107
3371, 4, 9377
3372, 0, 7551
3372, 1, 322
3372, 2, 9167
3372, 3, 5258
3372, 4, 7240
3372, 5, 4504
3372, 6, 620
3372, 7, 854
3372, 8, 747
3372, 9, 3104
3373, 0, 6191
3373, 1, 560
3373, 2, 2559
3373, 3, 9578
3373, 4, 1392
3374, 0, 8425
3374, 1, 2750
3374, 2, 260
3374, 3, 2623
3374, 4, 9112
3375, 0, 6270
3376, 0, 2409
3376, 1, 4633
3376, 2, 5107
3376, 3, 2779
3376, 4, 4999
3377, 0, 4873
3377, 1, 7562
3377, 2, 4297
3377, 3, 9507
3377, 4, 2936
3377, 5, 699
3377, 6, 6022
3378, 0, 9288
3378, 1, 1992
3378, 2, 4111
3378, 3, 8401
3378, 4, 1856
3378, 5, 2244
3378, 6, 7626
3379, 0, 844
3379, 1, 7190
3379, 2, 3845
3379, 3, 4173
3379, 4, 6990
3379, 5, 4695
3379, 6, 6009
3379, 7, 4632
3379, 8, 8427
3379, 9, 9905
3379, 10, 6294
3379, 11, 4401
3379, 12, 5144
3379, 13, 2931
3380, 0, 5269
3380, 1, 1544
3381, 0, 9220
3381, 1, 3018
3381, 2, 366
3381, 3, 5559
3382, 0, 1092
3382, 1, 2373
3383, 0, 7621
3383, 1, 9336
3383, 2, 4394
3383, 3, 3980
3383, 4, 3046
3384, 0, 172
3384, 1, 7117
3384, 2, 8535
3384, 3, 7885
3384, 4, 5390
3384, 5, 4093
3385, 0, 1822
3385, 1, 8293
3385, 2, 6840
3385, 3, 7278
3385, 4, 6540
3385, 5, 1858
3385, 6, 7012
3385, 7, 1544
3385, 8, 6074
3385, 9, 5633
3386, 0, 8763
3386, 1, 5728
3386, 2, 392
3386, 3, 2389
3386, 4, 4408
3386, 5, 1260
3386, 6, 4804
3387, 0, 5275
3387, 1, 8253
3387, 2, 1518
3387, 3, 1917
3387, 4, 8143
3388, 0, 6280
3388, 1, 7377
3389, 0, 9941
3389, 1, 3120
3389, 2, 887
3389, 3, 8866
3389, 4, 1379
3389, 5, 6658
3389, 6, 6212
3389, 7, 3707
3390, 0, 2264
3390, 1, 2144
3390, 2, 1599
3390, 3, 7567
3390, 4, 5170
3390, 5, 211
3390, 6, 4366
3391, 0, 1867
3391, 1, 6232
3391, 2, 2939
3392, 0, 8150
3392, 1, 9098
3392, 2, 3959
3392, 3, 4523
3392, 4, 6109
3392, 5, 7301
3392, 6, 8539
3392, 7, 538
3393, 0, 6969
3393, 1, 9990
3393, 2, 4398
3393, 3, 2779
3393, 4, 4222
3394, 0, 57
3394, 1, 5229
3394, 2, 2238
3394, 3, 8960
3394, 4, 2160
3394, 5, 7359
3394, 6, 7843
3394, 7, 5654
3394, 8, 2916
3394, 9, 1388
3394, 10, 6335
3394, 11, 1472
3395, 0, 3267
3396, 0, 2172
3396, 1, 1123
3396, 2, 5870
3396, 3, 3165
3396, 4, 3779
3396, 5, 184
3396, 6, 5311
3396, 7, 8917
3396, 8, 8805
3396, 9, 9469
3397, 0, 4929
3397, 1, 6127
3397, 2, 2774
3397, 3, 621
3398, 0, 2172
3398, 1, 8656
3398, 2, 9650
3398, 3, 1286
3398, 4, 4324
3398, 5, 8120
3398, 6, 125
3399, 0, 5384
3399, 1, 6340
3399, 2, 1517
3399, 3, 6102
3399, 4, 1545
3399, 5, 9617
3400, 0, 8496
3400, 1, 5333
3400, 2, 6483
3400, 3, 2725
3400, 4, 1613
3401, 0, 8134
3401, 1, 9071
3401, 2, 3311
3402, 0, 6476
3402, 1, 4891
3402, 2, 4803
3402, 3, 1011
3403, 0, 2808
3403, 1, 2043
3403, 2, 5441
3403, 3, 4675
3404, 0, 3256
3404, 1, 6724
3404, 2, 1284
3404, 3, 319
3404, 4, 9330
3404, 5, 9036
3404, 6, 6520
3405, 0, 1277
3405, 1, 3968
3405, 2, 1010
3405, 3, 2140
3405, 4, 8769
3405, 5, 7493
3405, 6, 1936
3405, 7, 9576
3405, 8, 9985
3406, 0, 9587
3406, 1, 8957
3406, 2, 3409
3406, 3, 2852
3406, 4, 8826
3406, 5, 281
3406, 6, 2197
3406, 7, 1839
3406, 8, 3162
3407, 0, 2177
3407, 1, 6162
3407, 2, 7231
3407, 3, 8005
3407, 4, 7400
3407, 5, 5181
3407, 6, 1873
3407, 7, 8897
3407, 8, 4175
3407, 9, 9324
3408, 0, 2098
3408, 1, 9430
3408, 2, 8502
3408, 3, 1064
3408, 4, 8263
3409, 0, 2044
3409, 1, 7488
3409, 2, 1094
3409, 3, 355
3409, 4, 9204
3409, 5, 6775
3409, 6, 2530
3410, 0, 7491
3410, 1, 4173
3410, 2, 8269
3410, 3, 4409
3411, 0, 2730
3411, 1, 3133
3411, 2, 6086
3412, 0, 8710
3412, 1, 88
3412, 2, 9740
3412, 3, 7155
3412, 4, 30
3413, 0, 803
3413, 1, 7815
3413, 2, 6048
3413, 3, 8772
3414, 0, 7696
3414, 1, 166
3414, 2, 4433
3414, 3, 2751
3414, 4, 8710
3414, 5, 5149
3414, 6, 6344
3415, 0, 1928
3415, 1, 921
3415, 2, 2555
3415, 3, 7667
3416, 0, 5533
3416, 1, 3198
3416, 2, 3963
3416, 3, 2853
3416, 4, 4466
3417, 0, 4216
3417, 1, 569
3417, 2, 6666
3417, 3, 7410
3417, 4, 3113
3417, 5, 5395
3417, 6, 8608
3417, 7, 7027
3418, 0, 2307
3418, 1, 9559
3418, 2, 7601
3418, 3, 333
3418, 4, 3943
3418, 5, 2616
3418, 6, 9881
3418, 7, 725
3419, 0, 8908
3419, 1, 1819
3419, 2, 7207
3419, 3, 2218
3419, 4, 7637
3419, 5, 5674
3419, 6, 5422
3419, 7, 9882
3419, 8, 9523
3420, 0, 7554
3420, 1, 6414
3420, 2, 2277
3420, 3, 2203
3420, 4, 4544
3420, 5, 1292
3421, 0, 5110
3421, 1, 3069
3421, 2, 3413
3421, 3, 1740
3421, 4, 763
3421, 5, 7350
3421, 6, 5655
3422, 0, 8986
3422, 1, 4402
3422, 2, 9169
3422, 3, 6016
3422, 4, 6114
3422, 5, 5153
3423, 0, 1016
3423, 1, 6615
3423, 2, 8473
3423, 3, 7603
3423, 4, 982
3424, 0, 3011
3424, 1, 1440
3424, 2, 539
3424, 3, 684
3424, 4, 4041
3424, 5, 23
3424, 6, 2850
3424, 7, 5810
3425, 0, 957
3425, 1, 4787
3425, 2, 4666
3426, 0, 1334
3426, 1, 8698
3426, 2, 3720
3426, 3, 1501
3426, 4, 8464
3426, 5, 2560
3426, 6, 8880
3426, 7, 4271
3427, 0, 8056
3427, 1, 7410
3427, 2, 8198
3427, 3, 5954
3427, 4, 9408
3427, 5, 2128
3427, 6, 7805
3427, 7, 7388
3428, 0, 5004
3428, 1, 2560
3428, 2, 8695
3428, 3, 432
3428, 4, 7770
3428, 5, 5805
3428, 6, 9932
3429, 0, 2951
3429, 1, 976
3429, 2, 9411
3429, 3, 7526
3429, 4, 6569
3429, 5, 2474
3429, 6, 3624
3429, 7, 3984
3429, 8, 8112
3430, 0, 3013
3430, 1, 8733
3430, 2, 3466
3430, 3, 9800
3430, 4, 3471
3430, 5, 1094
3430, 6, 7217
3431, 0, 1839
3431, 1, 8886
3431, 2, 4885
3431, 3, 9241
3432, 0, 9487
3432, 1, 5001
3432, 2, 2297
3432, 3, 7963
3432, 4, 5075
3432, 5, 5154
3432, 6, 5833
3433, 0, 7763
3433, 1, 3868
3433, 2, 6442
3433, 3, 9542
3433, 4, 9086
3434, 0, 5690
3434, 1, 9476
3434, 2, 5256
3434, 3, 7357
3434, 4, 6336
3434, 5, 2053
3434, 6, 1567
3435, 0, 9429
3436, 0, 658
3436, 1, 5273
3436, 2, 4126
3436, 3, 2434
3436, 4, 4727
3436, 5, 4792
3436, 6, 8627
3436, 7, 9819
3436, 8, 8251
3436, 9, 8057
3437, 0, 8942
3437, 1, 9660
3437, 2, 676
3437, 3, 211
3437, 4, 1624
3437, 5, 3687
3438, 0, 175
3438, 1, 7057
3438, 2, 1199
3438, 3, 110
3438, 4, 8143
3439, 0, 1427
3439, 1, 5114
3439, 2, 1715
3439, 3, 4463
3439, 4, 566
3440, 0, 9579
3440, 1, 5161
3440, 2, 4484
3440, 3, 8712
3440, 4, 1142
3440, 5, 944
3441, 0, 922
3441, 1, 200
3442, 0, 2515
3442, 1, 997
3443, 0, 7573
3443, 1, 37
3443, 2, 1887
3443, 3, 7313
3444, 0, 8781
3444, 1, 5320
3444, 2, 2000
3444, 3, 8592
3444, 4, 6969
3445, 0, 8821
3445, 1, 9617
3445, 2, 3419
3445, 3, 5395
3445, 4, 3814
3445, 5, 185
3445, 6, 6786
3446, 0, 858
3447, 0, 619
3447, 1, 7080
3447, 2, 5724
3448, 0, 9511
3448, 1, 380
3448, 2, 6596
3448, 3, 6545
3448, 4, 8152
3448, 5, 7438
3448, 6, 1043
3448, 7, 8257
3449, 0, 9016
3449, 1, 2952
3450, 0, 1450
3450, 1, 4945
3450, 2, 3244
3450, 3, 4925
3450, 4, 724
3451, 0, 5403
3451, 1, 7446
3451, 2, 3464
3451, 3, 2985
3451, 4, 7764
3451, 5, 3187
3451, 6, 6168
3451, 7, 976
3451, 8, 9181
3452, 0, 3215
3452, 1, 9385
3452, 2, 1372
3452, 3, 8520
3452, 4, 2739
3452, 5, 8656
3452, 6, 1053
3452, 7, 756
3453, 0, 887
3453, 1, 2525
3453, 2, 6423
3453, 3, 318
3454, 0, 1096
3455, 0, 7378
3455, 1, 5352
3455, 2, 340
3455, 3, 8333
3455, 4, 7534
3455, 5, 5161
3455, 6, 6002
3456, 0, 7780
3456, 1, 7241
3456, 2, 6701
3457, 0, 4911
3457, 1, 4150
3457, 2, 4721
3457, 3, 4566
3457, 4, 9025
3457, 5, 410
3458, 0, 4961
3458, 1, 1146
3458, 2, 6115
3458, 3, 9829
3458, 4, 4998
3458, 5, 3288
3459, 0, 8301
3459, 1, 2103
3459, 2, 2435
3459, 3, 5334
3459, 4, 3032
3459, 5, 451
3459, 6, 5888
3460, 0, 625
3461, 0, 3941
3461, 1, 8088
3461, 2, 4324
3461, 3, 2621
3461, 4, 4852
3462, 0, 2287
3462, 1, 9650
3462, 2, 8675
3462, 3, 3449
3462, 4, 2529
3463, 0, 2362
3463, 1, 4846
3463, 2, 3981
3463, 3, 8406
3463, 4, 3888
3463, 5, 8485
3463, 6, 8403
3463, 7, 7500
3464, 0, 3451
3464, 1, 9935
3464, 2, 726
3464, 3, 827
3465, 0, 5933
3465, 1, 196
3465, 2, 6658
3465, 3, 1641
3466, 0, 3122
3466, 1, 3323
3467, 0, 8746
3467, 1, 2059
3467, 2, 8734
3467, 3, 520
3467, 4, 2049
3467, 5, 2874
3467, 6, 9390
3467, 7, 9292
3468, 0, 2347
3468, 1, 4670
3468, 2, 7601
3469, 0, 3760
3469, 1, 6589
3469, 2, 1184
3469, 3, 3406
3469, 4, 2575
3469, 5, 2694
3470, 0, 727
3470, 1, 8843
3470, 2, 5011
3470, 3, 630
3471, 0, 3150
3471, 1, 9415
3471, 2, 1808
3471, 3, 3681
3471, 4, 8892
3471, 5, 2437
3471, 6, 7764
3472, 0, 4448
3472, 1, 4709
3472, 2, 60
3472, 3, 4310
3472, 4, 7252
3473, 0, 2477
3473, 1, 180
3474, 0, 3126
3474, 1, 9978
3474, 2, 940
3475, 0, 4346
3475, 1, 5582
3475, 2, 7933
3475, 3, 6836
3475, 4, 3197
3475, 5, 5425
3476, 0, 6548
3476, 1, 178
3476, 2, 7846
3476, 3, 2841
3476, 4, 3886
3477, 0, 2547
3477, 1, 3442
3478, 0, 821
3478, 1, 9632
3478, 2, 703
3478, 3, 547
3478, 4, 1211
3478, 5, 1042
3479, 0, 993
3479, 1, 818
3479, 2, 566
